5
1	1.487	0.0006808054	H	# HC abalone AMBER 2003  OPLS
2	1.908	0.0037292524	C	# C abalone AMBER 2003  OPLS
3	1.6612	0.009106314	O	# O abalone AMBER 2003  OPLS
4	2.1815	0.0243442128	Xe	# Xe abalone AMBER 2003
5	2.0000	1.000000000	Au	# Au Tip apex

# Z     R0[A] E0[eV] 
